2023-8-26 17:08:40-log: Cannot access game frame or container.
2023-8-26 17:08:40-debug: asset-db:require-engine-code (2282ms)
2023-8-26 17:08:41-log: Cocos Creator v3.8.0
2023-8-26 17:08:41-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:16.02MB, end 88.17MB, increase: 72.15MB
2023-8-26 17:08:42-debug: [Assets Memory track]: asset-db-plugin-register: engine-extends start:92.10MB, end 95.70MB, increase: 3.60MB
2023-8-26 17:08:42-debug: [Assets Memory track]: asset-db-plugin-register: programming start:88.98MB, end 92.05MB, increase: 3.07MB
2023-8-26 17:08:42-debug: [Assets Memory track]: asset-db-plugin-enable: project start:92.28MB, end 95.71MB, increase: 3.43MB
2023-8-26 17:08:42-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:88.18MB, end 95.72MB, increase: 7.53MB
2023-8-26 17:08:42-debug: asset-db:worker-init: initPlugin (422ms)
2023-8-26 17:08:42-debug: [Assets Memory track]: asset-db:worker-init start:16.02MB, end 95.77MB, increase: 79.75MB
2023-8-26 17:08:42-debug: Run asset db hook programming:beforePreStart ...
2023-8-26 17:08:42-debug: Run asset db hook programming:beforePreStart success!
2023-8-26 17:08:42-debug: Run asset db hook engine-extends:beforePreStart ...
2023-8-26 17:08:42-debug: Run asset db hook engine-extends:beforePreStart success!
2023-8-26 17:08:44-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
2023-8-26 17:08:44-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-shadowmap\vs.chunkbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:44-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\fsr.chunkbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:44-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\vs.chunkbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:44-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\chunks\hbao.chunkbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:44-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\pipeline\deferred-fs.chunkbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:44-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\chunks\shading-entries\main-functions\render-to-scene\pipeline\forward-fs.chunkbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:44-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-reflection-probe-preview.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:45-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-standard.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:46-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-terrain.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:47-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-toon.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:48-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\builtin-unlit.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:48-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\eye.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:49-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\hair.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:51-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\leaf.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:08:52-debug: run package(builder) handler(enable) start
2023-8-26 17:09:01-debug: [Assets Memory track]: asset-db-plugin-enable: builder start:195.55MB, end 278.46MB, increase: 82.90MB
2023-8-26 17:09:01-debug: run package(builder) handler(enable) success!
2023-8-26 17:09:01-debug: run package(shortcuts) handler(enable) start
2023-8-26 17:09:01-debug: run package(shortcuts) handler(enable) success!
2023-8-26 17:09:01-debug: run package(animation-graph) handler(enable) start
2023-8-26 17:09:01-debug: run package(animation-graph) handler(enable) success!
2023-8-26 17:09:01-debug: run package(about) handler(enable) start
2023-8-26 17:09:01-debug: run package(about) handler(enable) success!
2023-8-26 17:09:01-debug: run package(assets) handler(enable) start
2023-8-26 17:09:01-debug: run package(assets) handler(enable) success!
2023-8-26 17:09:01-debug: run package(console) handler(enable) start
2023-8-26 17:09:01-debug: run package(console) handler(enable) success!
2023-8-26 17:09:01-debug: run package(crash-reporter) handler(enable) start
2023-8-26 17:09:01-debug: run package(crash-reporter) handler(enable) success!
2023-8-26 17:09:01-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\simple-skin.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:02-debug: run package(extension) handler(enable) start
2023-8-26 17:09:02-debug: run package(extension) handler(enable) success!
2023-8-26 17:09:02-debug: run package(hierarchy) handler(enable) start
2023-8-26 17:09:02-debug: run package(hierarchy) handler(enable) success!
2023-8-26 17:09:02-debug: run package(inspector) handler(enable) start
2023-8-26 17:09:02-debug: run package(light-probe) handler(enable) start
2023-8-26 17:09:02-debug: run package(inspector) handler(enable) success!
2023-8-26 17:09:02-debug: run package(light-probe) handler(enable) success!
2023-8-26 17:09:02-debug: run package(lightmap) handler(enable) start
2023-8-26 17:09:02-debug: run package(lightmap) handler(enable) success!
2023-8-26 17:09:02-debug: run package(node-library) handler(enable) success!
2023-8-26 17:09:02-debug: run package(node-library) handler(enable) start
2023-8-26 17:09:02-debug: run package(package-asset) handler(enable) start
2023-8-26 17:09:02-debug: run package(package-asset) handler(enable) success!
2023-8-26 17:09:02-debug: run package(process) handler(enable) start
2023-8-26 17:09:02-debug: run package(process) handler(enable) success!
2023-8-26 17:09:02-debug: run package(reference-image) handler(enable) start
2023-8-26 17:09:02-debug: run package(reference-image) handler(enable) success!
2023-8-26 17:09:02-debug: run package(reflection-probe) handler(enable) start
2023-8-26 17:09:02-debug: run package(reflection-probe) handler(enable) success!
2023-8-26 17:09:02-debug: run package(engine-extends) handler(enable) start
2023-8-26 17:09:02-debug: run package(engine-extends) handler(enable) success!
2023-8-26 17:09:02-debug: run package(adsense-h5g-plugin) handler(enable) start
2023-8-26 17:09:02-debug: run package(adsense-h5g-plugin) handler(enable) success!
2023-8-26 17:09:02-debug: run package(alipay-mini-game) handler(enable) start
2023-8-26 17:09:02-debug: run package(alipay-mini-game) handler(enable) success!
2023-8-26 17:09:02-debug: run package(android) handler(enable) start
2023-8-26 17:09:02-debug: run package(bytedance-mini-game) handler(enable) start
2023-8-26 17:09:02-debug: run package(android) handler(enable) success!
2023-8-26 17:09:02-debug: run package(bytedance-mini-game) handler(enable) success!
2023-8-26 17:09:02-debug: run package(channel-upload-tools) handler(enable) start
2023-8-26 17:09:02-debug: run package(certificate) handler(enable) success!
2023-8-26 17:09:02-debug: run package(channel-upload-tools) handler(enable) success!
2023-8-26 17:09:02-debug: run package(fb-instant-games) handler(enable) start
2023-8-26 17:09:02-debug: run package(certificate) handler(enable) start
2023-8-26 17:09:02-debug: run package(fb-instant-games) handler(enable) success!
2023-8-26 17:09:02-debug: run package(huawei-agc) handler(enable) start
2023-8-26 17:09:02-debug: run package(huawei-agc) handler(enable) success!
2023-8-26 17:09:02-debug: run package(huawei-quick-game) handler(enable) start
2023-8-26 17:09:02-debug: run package(huawei-quick-game) handler(enable) success!
2023-8-26 17:09:02-debug: run package(ios) handler(enable) success!
2023-8-26 17:09:02-debug: run package(linux) handler(enable) start
2023-8-26 17:09:02-debug: run package(ios) handler(enable) start
2023-8-26 17:09:02-debug: run package(linux) handler(enable) success!
2023-8-26 17:09:02-debug: run package(mac) handler(enable) start
2023-8-26 17:09:02-debug: run package(native) handler(enable) start
2023-8-26 17:09:02-debug: run package(native) handler(enable) success!
2023-8-26 17:09:02-debug: run package(mac) handler(enable) success!
2023-8-26 17:09:02-debug: run package(ohos) handler(enable) start
2023-8-26 17:09:02-debug: run package(ohos) handler(enable) success!
2023-8-26 17:09:02-debug: run package(openharmony) handler(enable) start
2023-8-26 17:09:02-debug: run package(oppo-mini-game) handler(enable) start
2023-8-26 17:09:02-debug: run package(openharmony) handler(enable) success!
2023-8-26 17:09:02-debug: run package(runtime-dev-tools) handler(enable) start
2023-8-26 17:09:02-debug: run package(oppo-mini-game) handler(enable) success!
2023-8-26 17:09:02-debug: run package(runtime-dev-tools) handler(enable) success!
2023-8-26 17:09:02-debug: run package(taobao-creative-app) handler(enable) start
2023-8-26 17:09:02-debug: run package(taobao-creative-app) handler(enable) success!
2023-8-26 17:09:02-debug: run package(taobao-mini-game) handler(enable) start
2023-8-26 17:09:02-debug: run package(vivo-mini-game) handler(enable) start
2023-8-26 17:09:02-debug: run package(taobao-mini-game) handler(enable) success!
2023-8-26 17:09:02-debug: run package(vivo-mini-game) handler(enable) success!
2023-8-26 17:09:02-debug: run package(web-desktop) handler(enable) start
2023-8-26 17:09:02-debug: run package(web-desktop) handler(enable) success!
2023-8-26 17:09:02-debug: run package(web-mobile) handler(enable) success!
2023-8-26 17:09:02-debug: run package(wechatgame) handler(enable) start
2023-8-26 17:09:02-debug: run package(web-mobile) handler(enable) start
2023-8-26 17:09:02-debug: run package(wechatprogram) handler(enable) start
2023-8-26 17:09:02-debug: run package(wechatgame) handler(enable) success!
2023-8-26 17:09:02-debug: run package(wechatprogram) handler(enable) success!
2023-8-26 17:09:02-debug: run package(windows) handler(enable) start
2023-8-26 17:09:02-debug: run package(windows) handler(enable) success!
2023-8-26 17:09:02-debug: run package(xiaomi-quick-game) handler(enable) start
2023-8-26 17:09:02-debug: run package(xiaomi-quick-game) handler(enable) success!
2023-8-26 17:09:02-debug: run package(cocos-service) handler(enable) start
2023-8-26 17:09:02-debug: run package(cocos-service) handler(enable) success!
2023-8-26 17:09:02-debug: run package(im-plugin) handler(enable) start
2023-8-26 17:09:02-debug: run package(im-plugin) handler(enable) success!
2023-8-26 17:09:02-debug: run package(prefab380fix) handler(enable) start
2023-8-26 17:09:02-debug: run package(prefab380fix) handler(enable) success!
2023-8-26 17:09:02-debug: run package(placeholder) handler(enable) start
2023-8-26 17:09:02-debug: run package(placeholder) handler(enable) success!
2023-8-26 17:09:02-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\skin.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:03-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\sky.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:03-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\advanced\water.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:04-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-spine.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:04-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-sprite-renderer.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:04-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\for2d\builtin-sprite.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:04-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-camera-texture.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:05-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-clear-stencil.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:05-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-debug-renderer.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:05-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-geometry-renderer.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:05-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-graphics.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:05-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-occlusion-query.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:05-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-reflection-deferred.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:05-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\builtin-wireframe.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:05-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\legacy\standard.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:06-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\legacy\terrain.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:06-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\legacy\toon.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:07-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-billboard.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:07-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-gpu.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:08-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-trail.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:08-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle-xr-trail.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\particles\builtin-particle.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\cluster-build.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\cluster-culling.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\copy-pass.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\deferred-lighting.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\planar-shadow.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\skybox.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:09-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\smaa.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:10-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\ssss-blur.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:10-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\tone-mapping.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:10-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\tonemap.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:10-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\batched-unlit.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:10-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\profiler.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:10-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\sequence-anim.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\splash-screen.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\box-height-light.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\gizmo.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid-2d.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid-stroke.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\grid.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\light-probe-visualization.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\light.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-circle-brush.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-image-brush.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:11-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\internal\editor\terrain-select-brush.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:12-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\blit-screen.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:12-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\bloom.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:12-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\color-grading.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:12-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\fsr.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:12-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\fxaa-hq.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:12-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\hbao.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:13-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\pipeline\post-process\taa.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:13-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\imported-metallic-roughness.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\imported-specular-glossiness.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:14-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\houdini-fluid-v3-liquid.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:15-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\houdini-rigidbody-v2.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:16-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\houdini-softbody-v3.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:18-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\effects\util\dcc\vat\zeno-fluid-liquid.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.8.0\resources\resources\3d\engine\editor\assets\tools\debug-view-runtime-control.tsbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: Preimport db internal success
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\collision(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\demos(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\effect(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\Joystick(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\prefabs(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\collisionbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\demosbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\Joystickbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\textrues(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\textruesbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\prefabsbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\demos\bulletHell(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\demos\collisions(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\demos\bulletHellbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\demos\collisionsbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\Joystick\texturebackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\Joystick\texture(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\prefabs\bulletHell(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\prefabs\bulletHellbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\textrues\skill1(1.2.0)background: #fbe5b5; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\textrues\skill1background: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cImport%c: C:\Users\Administrator\Desktop\rouge\assets\effect\moveUV.effectbackground: #aaff85; color: #000;color: #000;
2023-8-26 17:09:19-debug: %cMigrate%c: C:\Users\Administrator\Desktop\rouge\assets\effect\moveUV.effect(1.6.1)background: #fbe5b5; color: #000;color: #000;
